study,name,label,label_de,description,description_de,analysis_unit,period
pairfam,parent4,"Parent Codebook, Wave4","Codebuch Eltern, Welle4","Parent Codebook, Wave 4 (2011/12)","Codebuch Eltern, Welle 4 (2011/12)",parent,wave4
pairfam,parent5,"Parent Codebook, Wave5","Codebuch Eltern, Welle5","Parent Codebook, Wave 5 (2012/13)","Codebuch Eltern, Welle 5 (2012/13)",parent,wave5
pairfam,parent6,"Parent Codebook, Wave6","Codebuch Eltern, Welle6","Parent Codebook, Wave 6 (2013/14)","Codebuch Eltern, Welle 6 (2013/14)",parent,wave6
pairfam,parent7,"Parent Codebook, Wave7","Codebuch Eltern, Welle7","Parent Codebook, Wave 7 (2014/15)","Codebuch Eltern, Welle 7 (2014/15)",parent,wave7
pairfam,parent8,"Grandparent Codebook, Wave8","Codebuch Großeltern, Welle8","Gradparent Codebook, Wave 8 (2015/16)","Codebuch Großeltern, Welle 8 (2015/16)",parent,wave8
pairfam,parenting2,"Parenting Codebook, Wave2","Codebuch Erziehung, Welle2","Parenting Codebook, Wave 2 (2009/10)","Codebuch Erziehung, Welle 2 (2009/10)",anchor,wave2
pairfam,parenting3,"Parenting Codebook, Wave3","Codebuch Erziehung, Welle3","Parenting Codebook, Wave 3 (2010/11)","Codebuch Erziehung, Welle 3 (2010/11)",anchor,wave3
pairfam,parenting4,"Parenting Codebook, Wave4","Codebuch Erziehung, Welle4","Parenting Codebook, Wave 4 (2011/12)","Codebuch Erziehung, Welle 4 (2011/12)",anchor,wave4
pairfam,parenting5,"Parenting Codebook, Wave5","Codebuch Erziehung, Welle5","Parenting Codebook, Wave 5 (2012/13)","Codebuch Erziehung, Welle 5 (2012/13)",anchor,wave5
pairfam,parenting6,"Parenting Codebook, Wave6","Codebuch Erziehung, Welle6","Parenting Codebook, Wave 6 (2013/14)","Codebuch Erziehung, Welle 6 (2013/14)",anchor,wave6
pairfam,parenting7,"Parenting Codebook, Wave7","Codebuch Erziehung, Welle7","Parenting Codebook, Wave 7 (2014/15)","Codebuch Erziehung, Welle 7 (2014/15)",anchor,wave7
pairfam,parenting8,"Parenting Codebook, Wave8","Codebuch Erziehung, Welle8","Parenting Codebook, Wave 8 (2015/16)","Codebuch Erziehung, Welle 8 (2015/16)",anchor,wave8
pairfam,parenting9,"Parenting Codebook, Wave9","Codebuch Erziehung, Welle9","Parenting Codebook, Wave 9 (2016/17)","Codebuch Erziehung, Welle 9 (2016/17)",anchor,wave9
pairfam,parenting10,"Parenting Codebook, Wave10","Codebuch Erziehung, Welle10","Parenting Codebook, Wave 10 (2017/18)","Codebuch Erziehung, Welle 10 (2017/18)",anchor,wave10
pairfam,parenting11,"Parenting Codebook, Wave11","Codebuch Erziehung, Welle11","Parenting Codebook, Wave 11 (2018/19)","Codebuch Erziehung, Welle 11 (2018/19)",anchor,wave11
pairfam,parenting12,"Parenting Codebook, Wave12","Codebuch Erziehung, Welle12","Parenting Codebook, Wave 12 (2019/20)","Codebuch Erziehung, Welle 12 (2019/20)",anchor,wave12
pairfam,parentingU6partner11,"Parenting Codebook U6, Wave11","Codebuch Erziehung U6, Welle11","Parenting Codebook: Children under 6 years (Partner), Wave 11 (2018/19)","Codebuch Erziehung Kinder unter 6 Jahre (Partner), Welle 11 (2018/19)",partner,wave11
pairfam,parentingU6partner12,"Parenting Codebook U6, Wave12","Codebuch Erziehung U6, Welle12","Parenting Codebook: Children under 6 years (Partner), Wave 12 (2019/20)","Codebuch Erziehung Kinder unter 6 Jahre (Partner), Welle 12 (2019/20)",partner,wave12
pairfam,paya9,"PAYA Codebook, Wave9","Codebuch PAYA, Welle9","Parenting Codebook: Adolescents and Young Adults (PAYA), Wave 9 (2016/17)","Codebuch Erziehung Jugend und junges Erwachsenenalter (PAYA), Welle 9 (2016/17)",anchor,wave9
pairfam,paya10,"PAYA Codebook, Wave10","Codebuch PAYA, Welle10","Parenting Codebook: Adolescents and Young Adults (PAYA), Wave 10 (2017/18)","Codebuch Erziehung Jugend und junges Erwachsenenalter (PAYA), Welle 10 (2017/18)",anchor,wave10
pairfam,paya11,"PAYA Codebook, Wave11","Codebuch PAYA, Welle11","Parenting Codebook: Adolescents and Young Adults (PAYA), Wave 11 (2018/19)","Codebuch Erziehung Jugend und junges Erwachsenenalter (PAYA), Welle 11 (2018/19)",anchor,wave11
pairfam,paya12,"PAYA Codebook, Wave12","Codebuch PAYA, Welle12","Parenting Codebook: Adolescents and Young Adults (PAYA), Wave 12 (2019/20)","Codebuch Erziehung Jugend und junges Erwachsenenalter (PAYA), Welle 12 (2019/20)",anchor,wave12
pairfam,stepup_anchor4,"Anchor (Step-ups) Codebook, Wave4","Codebuch Anker (Step-up), Welle4","Anchor (Step-ups) Codebook, Wave 4 (2011/12)","Codebuch Anker (Step-up), Welle 4 (2011/12)",anchor,wave4
pairfam,stepup_anchor5,"Anchor (Step-ups) Codebook, Wave5","Codebuch Anker (Step-up), Welle5","Anchor (Step-ups) Codebook, Wave 5 (2012/13)","Codebuch Anker (Step-up), Welle 5 (2012/13)",anchor,wave5
pairfam,stepup_anchor6,"Anchor (Step-ups) Codebook, Wave6 ","Codebuch Anker (Step-up), Welle6","Anchor (Step-ups) Codebook, Wave 6 (2013/14)","Codebuch Anker (Step-up), Welle 6 (2013/14)",anchor,wave6
pairfam,stepup_anchor7,"Anchor (Step-ups) Codebook, Wave7","Codebuch Anker (Step-up), Welle7","Anchor (Step-ups) Codebook, Wave 7 (2014/15)","Codebuch Anker (Step-up), Welle 7 (2014/15)",anchor,wave7
pairfam,stepup_anchor8,"Anchor (Step-ups) Codebook, Wave8","Codebuch Anker (Step-up), Welle8","Anchor (Step-ups) Codebook, Wave 8 (2015/16)","Codebuch Anker (Step-up), Welle 8 (2015/16)",anchor,wave8
pairfam,stepup_anchor9,"Anchor (Step-ups) Codebook, Wave9","Codebuch Anker (Step-up), Welle9","Anchor (Step-ups) Codebook, Wave 9 (2016/17)","Codebuch Anker (Step-up), Welle 9 (2016/17)",anchor,wave9
pairfam,stepup_anchor10+transition,"Anchor (Step-ups) Codebook, Wave10","Codebuch Anker (Step-up), Welle10","Anchor (Step-ups) Codebook, Wave 10 (2017/18)","Codebuch Anker (Step-up), Welle 10 (2017/18)",anchor,wave10
pairfam,stepup_anchor11+transition,"Anchor (Step-ups) Codebook, Wave11","Codebuch Anker (Step-up), Welle11","Anchor (Step-ups) Codebook, Wave11 (2018/19)","Codebuch Anker (Step-up), Welle 11 (2018/19)",anchor,wave11
pairfam,stepup_anchor12+transition,"Anchor (Step-ups) Codebook, Wave12","Codebuch Anker (Step-up), Welle12","Anchor (Step-ups) Codebook, Wave12 (2019/20)","Codebuch Anker (Step-up), Welle 12 (2019/20)",anchor,wave12
pairfam,stepup_anchor12+transition,"Anchor (Step-ups) Codebook (CATI), Wave12","Codebuch Anker (Step-up) (CATI), Welle12","Anchor (Step-ups) Codebook, CATI mode, Wave12 (2019/20)","Codebuch Anker (Step-up), CATI Modus, Welle 12 (2019/20)",anchor,wave12
pairfam,stepup_anchor12+transition,"Anchor (Step-ups) Codebook (PAPI), Wave12","Codebuch Anker (Step-up) (PAPI), Welle12","Anchor (Step-ups) Codebook, PAPI mode, Wave12 (2019/20)","Codebuch Anker (Step-up), PAPI Modus, Welle 12 (2019/20)",anchor,wave12
pairfam,stepup_transition_anchor4,"Step-ups Transition Codebook, Wave4","Codebuch Step-up Übergangsfragebogen, Welle4","Step-ups Transition Codebook, Wave 4 (2011/12)","Codebuch Step-up Übergangsfragebogen, Welle 4 (2011/12)",anchor,wave4
pairfam,stepup_transition_anchor5,"Step-ups Transition Codebook, Wave5","Codebuch Step-up Übergangsfragebogen, Welle5","Step-ups Transition Codebook, Wave 5 (2012/13)","Codebuch Step-up Übergangsfragebogen, Welle 5 (2012/13)",anchor,wave5
pairfam,stepup_transition_anchor6,"Step-ups Transition Codebook, Wave6","Codebuch Step-up Übergangsfragebogen, Welle6","Step-ups Transition Codebook, Wave 6 (2013/14)","Codebuch Step-up Übergangsfragebogen, Welle 6 (2013/14)",anchor,wave6
pairfam,stepup_transition_anchor7,"Step-ups Transition Codebook, Wave7","Codebuch Step-up Übergangsfragebogen, Welle7","Step-ups Transition Codebook, Wave 7 (2014/15)","Codebuch Step-up Übergangsfragebogen, Welle 7 (2014/15)",anchor,wave7
pairfam,stepup_transition_anchor8,"Step-ups Transition Codebook, Wave8","Codebuch Step-up Übergangsfragebogen, Welle8","Step-ups Transition Codebook, Wave 8 (2015/16)","Codebuch Step-up Übergangsfragebogen, Welle 8 (2015/16)",anchor,wave8
pairfam,stepup_transition_anchor9,"Step-ups Transition Codebook, Wave9","Codebuch Step-up Übergangsfragebogen, Welle9","Step-ups Transition Codebook, Wave 9 (2016/17)","Codebuch Step-up Übergangsfragebogen, Welle 9 (2016/17)",anchor,wave9
